azure,azure_cosmos_reads,false,200,1596391875055,1596391880443,5388
azure,azure_cosmos_reads,false,200,1596391880444,1596391885636,5192
azure,azure_cosmos_reads,false,200,1596391885636,1596391891612,5976
azure,azure_cosmos_reads,false,200,1596391891612,1596391897383,5771
azure,azure_cosmos_reads,false,200,1596391897384,1596391903592,6208
azure,azure_cosmos_reads,false,200,1596391903592,1596391908975,5383
azure,azure_cosmos_reads,false,200,1596391908975,1596391914331,5356
azure,azure_cosmos_reads,false,200,1596391914331,1596391918945,4614
azure,azure_cosmos_reads,false,200,1596391918945,1596391926062,7117
azure,azure_cosmos_reads,false,200,1596391926063,1596391931443,5380
azure,azure_cosmos_reads,false,200,1596391931444,1596391936035,4591
azure,azure_cosmos_reads,false,200,1596391936035,1596391940744,4709
azure,azure_cosmos_reads,false,200,1596391940744,1596391945509,4765
azure,azure_cosmos_reads,false,200,1596391945509,1596391950532,5023
azure,azure_cosmos_reads,false,200,1596391950533,1596391955296,4763
azure,azure_cosmos_reads,false,200,1596391955296,1596391959992,4696
azure,azure_cosmos_reads,false,200,1596391959993,1596391964531,4538
azure,azure_cosmos_reads,false,200,1596391964531,1596391969743,5212
azure,azure_cosmos_reads,false,200,1596391969743,1596391974794,5051
azure,azure_cosmos_reads,false,200,1596391974795,1596391980349,5554
azure,azure_cosmos_reads,false,200,1596391980349,1596391985256,4907
azure,azure_cosmos_reads,false,200,1596391985256,1596391989812,4556
azure,azure_cosmos_reads,false,200,1596391989812,1596391995076,5264
azure,azure_cosmos_reads,false,200,1596391995076,1596392002212,7136
azure,azure_cosmos_reads,false,200,1596392002213,1596392008257,6044
azure,azure_cosmos_reads,false,200,1596392008257,1596392013671,5414
azure,azure_cosmos_reads,false,200,1596392013672,1596392021020,7348
azure,azure_cosmos_reads,false,200,1596392021119,1596392027452,6333
azure,azure_cosmos_reads,false,200,1596392027452,1596392033358,5906
azure,azure_cosmos_reads,false,200,1596392033358,1596392039364,6006
azure,azure_cosmos_reads,false,200,1596392039364,1596392045749,6385
azure,azure_cosmos_reads,false,200,1596392045749,1596392051532,5783
azure,azure_cosmos_reads,false,200,1596392051532,1596392058022,6490
azure,azure_cosmos_reads,false,200,1596392058022,1596392063746,5724
azure,azure_cosmos_reads,false,200,1596392063746,1596392068967,5221
azure,azure_cosmos_reads,false,200,1596392068968,1596392079007,10039
azure,azure_cosmos_reads,false,200,1596392079009,1596392085454,6445
azure,azure_cosmos_reads,false,200,1596392085454,1596392092520,7066
azure,azure_cosmos_reads,false,200,1596392092520,1596392097743,5223
azure,azure_cosmos_reads,false,200,1596392097743,1596392102864,5121
azure,azure_cosmos_reads,false,200,1596392102864,1596392107470,4606
azure,azure_cosmos_reads,false,200,1596392107470,1596392111770,4300
azure,azure_cosmos_reads,false,200,1596392111770,1596392116805,5035
azure,azure_cosmos_reads,false,200,1596392116805,1596392121190,4385
azure,azure_cosmos_reads,false,200,1596392121191,1596392126311,5120
azure,azure_cosmos_reads,false,200,1596392126312,1596392132242,5930
azure,azure_cosmos_reads,false,200,1596392132243,1596392137369,5126
azure,azure_cosmos_reads,false,200,1596392137370,1596392143416,6046
azure,azure_cosmos_reads,false,200,1596392143416,1596392150478,7062
azure,azure_cosmos_reads,false,200,1596392150478,1596392158158,7680
azure,azure_cosmos_reads,false,200,1596392158159,1596392164740,6581
azure,azure_cosmos_reads,false,200,1596392164742,1596392170654,5912
azure,azure_cosmos_reads,false,200,1596392170654,1596392176592,5938
azure,azure_cosmos_reads,false,200,1596392176592,1596392182508,5916
azure,azure_cosmos_reads,false,200,1596392182508,1596392187911,5403
azure,azure_cosmos_reads,false,200,1596392187911,1596392192667,4756
azure,azure_cosmos_reads,false,200,1596392192669,1596392197582,4913
azure,azure_cosmos_reads,false,200,1596392197583,1596392202890,5307
azure,azure_cosmos_reads,false,200,1596392202890,1596392207515,4625
azure,azure_cosmos_reads,false,200,1596392207515,1596392212243,4728
azure,azure_cosmos_reads,false,200,1596392212244,1596392217039,4795
azure,azure_cosmos_reads,false,200,1596392217039,1596392221999,4960
azure,azure_cosmos_reads,false,200,1596392222002,1596392227892,5890
azure,azure_cosmos_reads,false,200,1596392227892,1596392233760,5868
azure,azure_cosmos_reads,false,200,1596392233760,1596392239667,5907
azure,azure_cosmos_reads,false,200,1596392239667,1596392245609,5942
azure,azure_cosmos_reads,false,200,1596392245609,1596392251035,5426
azure,azure_cosmos_reads,false,200,1596392251035,1596392256972,5937
azure,azure_cosmos_reads,false,200,1596392256973,1596392263609,6636
azure,azure_cosmos_reads,false,200,1596392263610,1596392270147,6537
azure,azure_cosmos_reads,false,200,1596392270147,1596392276226,6079
azure,azure_cosmos_reads,false,200,1596392276227,1596392282742,6515
azure,azure_cosmos_reads,false,200,1596392282744,1596392288100,5356
azure,azure_cosmos_reads,false,200,1596392288100,1596392292813,4713
